report#,token
171,.
171,kematian
171,ujud
171,sangat
171,disayangkan
171,warga
171,karena
171,belum
171,sempat
171,mendapatkan
171,perawatan
171,.
171,padahal
171,","
171,kondisinya
171,saat
171,tiba
171,di
171,puskesmas
171,masih
171,hidup
171,.
171,``
171,alasan
171,puskesmas
171,tidak
171,mau
171,mengobati
171,karena
171,tidak
171,punya
171,obat
171,penawar
171,bisa
171,racun
171,ular
171,mas
171,","
171,''
171,kata
171,zainal
171,","
171,warga
171,tiwet
171,yang
171,ikut
171,mengantar
171,korban
171,.
171,selasa
171,(
171,16/3/2021
171,)
171,.
171,petugas
171,","
171,lanjut
171,zainal
171,","
171,hanya
171,menyarankan
171,agar
171,korban
171,segera
171,dilarikan
171,ke
171,rumah
171,sakit
171,yang
171,memiliki
171,persediaan
171,obat
171,.
171,namun
171,","
171,pihak
171,puskesmas
171,tidak
171,mau
171,mengantar
171,korban
171,ke
171,rumah
171,sakit
171,menggunakan
171,mobil
171,ambulan
171,.
171,padahal
171,","
171,untuk
171,membawa
171,korban
171,ke
171,puskesmas
171,","
171,warga
171,harus
171,menggunakan
171,perahu
171,terlebih
171,dahulu
171,karena
171,kondisi
171,banjir
171,.
171,kemudian
171,dioper
171,menggunakan
171,kendaraan
171,roda
171,tiga
171,","
171,jenis
171,tossa
171,.
171,``
171,katanya
171,untuk
171,menggunakan
171,ambulan
171,","
171,sop-nya
171,(
171,standar
171,operasional
171,prosedur/red
171,)
171,harus
171,pasien
171,sudah
171,dirawat
171,dan
171,diinfus
171,terlebih
171,dahulu
171,.
171,sedangkan
171,waktu
171,itu
171,korban
171,belum
171,ditangani
171,","
171,belum
171,diapa
171,apakan
171,``
171,terangnya
171,.
171,akhirnya
171,","
171,karena
171,kondisi
171,itu
171,korban
171,meninggal
171,dunia
171,kemudian
171,dibawa
171,pulang
171,ke
171,rumah
171,duka
171,.
171,tidak
171,ayal
171,","
171,kedatangan
171,korban
171,membuat
171,histeris
171,keluarga
171,serta
171,mengundang
171,kemarahan
171,warga
171,hingga
171,bersama
171,sama
171,melurug
171,puskesmas
171,pada
171,senin
171,(
171,15/3/2021
171,)
171,.
172,yang
172,terhormat
172,.
172,polres
172,metro
172,jakarta
172,pusat
172,","
172,tolong
172,tindaklanjuti
172,kuli
172,bangunan
172,apartemen
172,capitol
172,park
172,salemba
172,yang
172,melempari
172,plastik
172,berisi
172,air
172,bekas
172,cat
172,dari
172,atas
172,gedung
172,apartemen
172,ke
172,sekolah
172,(
172,sman
172,68
172,)
172,.
172,hal
172,ini
172,terjadi
172,pada
172,sabtu
172,(
172,17/10
172,)
172,siang
172,saat
172,ekstrakulikuler
172,.
172,bahkan
172,","
172,pada
172,jumat
172,(
172,16/10
172,)
172,pagi
172,","
172,lapangan
172,sekolah
172,banyak
172,bercak
172,putih
172,(
172,entah
172,lemparan
172,cat
172,atau
172,apa
172,","
172,tetapi
172,terlihat
172,seperti
172,lemparan
172,batu
172,)
172,.
172,mohon
172,segera
172,ditindaklanjuti
172,.
173,tpa
173,supit
173,saya
173,.
173,tingginya
173,timbunan
173,sampah
173,hingga
173,terjadi
173,kebakaran
173,dan
173,mengakibatkan
173,terganggunya
173,kenyamanan
173,di
173,daerah
173,tersebut
173,.
173,mohon
173,untuk
173,ditindaklanjuti
173,.
173,terima
173,kasih
174,kepada
174,yang
174,terhormat
174,.
174,bupati
174,deli
174,serdang
174,cq
174,.
174,dinas
174,pengendalian
174,penduduk
174,","
174,kb
174,dan
174,pemberdayaan
174,perempuan
174,","
174,perlindungan
174,anak
174,kabupaten
174,deli
174,serdang
174,izin
174,bertanya
174,sedikit
174,pak
174,!
174,saya
174,warga
174,desa
174,bintang
174,meriah
174,","
174,saya
174,ingin
174,tahu
174,apa
174,saja
174,yang
174,menjadi
174,tupoksi
174,dari
174,dinas
174,pengendalian
174,penduduk
174,","
174,kb
174,dan
174,pemberdayaan
174,perempuan
174,","
174,perlindungan
174,anak
174,kabupaten
174,deli
174,serdang
174,dan
174,apakah
174,kasus
174,kekerasan
174,dalam
174,rumah
174,tangga
174,juga
174,bagian
174,dari
174,tupoksi
174,dinas
174,pengendalian
174,penduduk
174,","
174,kb
174,dan
174,pemberdayaan
174,perempuan
174,","
174,perlindungan
174,anak
174,kabupaten
174,deli
174,serdang
174,?
174,mohon
174,tanggapannya
174,pak
174,.
174,terima
174,kasih
174,#
174,sahabatlapor
174,!
175,debt
175,collector
175,brutal
175,rampas
175,kendaraan
175,dan
175,kekerasan
175,.
175,perampasan
175,&
175,kekerasan
175,oleh
175,debt
175,collector
175,bank
175,sinar
175,mas
175,bandar
175,lampung
175,","
175,tolong
175,pak
175,presiden
175,debt
175,collector
175,sangat
175,brutal
175,merampas
175,kendaraan
175,dijalan
175,secara
175,paksa
175,dan
175,melakukan
175,kekersan
175,","
175,tolong
175,di
175,tindak
175,lanjut
175,","
175,karena
175,sudah
175,sangat
175,merasahkan
175,warga
175,di
175,bandar
175,lampung
175,","
175,mereka
175,semena-mena
175,untuk
175,mengambil
175,kendaraan
175,dijalan
175,raya.trimakasih
176,kepada
176,yang
176,terhormat
176,.
176,pemerintah
176,provinsi
176,dki
176,jakarta
176,pohon
176,tumbang
176,yang
176,menyakut
176,di
176,kabel
176,telepon
176,dab
176,listrik
176,mohon
176,diberseskan
176,karena
176,bisa
176,membahayakan
176,.
176,lokasi
176,di
176,seberang
176,pengadilan
176,agama
176,jakarta
176,selatan
176,","
176,rm
176,harsono
176,1.
176,mohon
176,ditindak
176,lanjuti
176,.
176,terima
176,kasih
177,assalamualaikum
177,warahmatullahi
177,wabarakatuh
177,.
177,telah
177,terjadi
177,bencana
177,kebakaran
177,rumah
177,tinggal
177,keluarga
177,tidak
177,mampu
177,di
177,kelurahan
177,panyula
177,kecamatan
177,tanete
177,riattang
177,timur
177,kabupaten
177,bone
177,sulawesi
177,selatan
177,.
177,minggu
177,","
177,13
177,september
177,2020
177,lalu.oleh
177,kementerian
177,sosial
177,melalui
177,dinas
177,sosial
177,kabupaten
177,bone
177,","
177,korban
177,kebakaran
177,di
177,data
177,untuk
177,selanjutnya
177,rencananya
177,akan
177,di
177,beri
177,santunan
177,atau
177,sumbangan.dengan
177,di
177,data
177,nya
177,korban
177,kebakaran
177,saja
177,sudah
177,sangat
177,membantu
177,memberi
177,semangat
177,hidup
177,","
177,walau
177,tanpa
177,kejelasan
177,pasti
177,sudah
177,sampai
177,di
177,mana
177,proses
177,bantuan
177,tersebut
177,.
177,dan
177,mereka
177,pun
177,masih
177,terus
177,berharap
177,","
177,walau
177,tanpa
177,ada
177,kata
177,pasti.kepada
177,yang
177,terhormat
177,kementerian
177,sosial
177,republik
177,indonesia
177,","
177,mohon
177,kiranya
177,di
177,berikan
177,kepastian
177,akan
177,terealisasi
177,bantuan
177,untuk
177,korban
177,kebakaran
177,rumah
177,tinggal
177,keluarga
177,tidak
177,mampu.terima
177,kasih
177,.
178,kepada
178,yang
178,terhormat
178,bapakpak
178,kapolresta
178,palembang.kami
178,warga
178,kampung
178,betawi
178,rt.04
178,rw.01
178,kebun
178,sirih
178,kekurahan
178,bukit
178,sangkal
178,kecamatan
178,kalidoni
178,palembang
178,sumatera
178,selatan
178,.
178,memohon
178,menangkap
178,kembali
178,eks
178,narapidana
178,asimilasi
178,bernama
178,ipun
178,yang
178,baru
178,bebas
178,pak.karna
178,kampung
178,kami
178,menjadi
178,tidak
178,aman
178,kembali
178,sering
178,kemalingan
178,dan
178,sangat
178,meresahkan
178,warga
178,karena
178,sering
178,membawa
178,parang
178,atau
178,senjata
178,tajam.terima
178,kasih
178,atas
178,perhatian
178,nya
178,pak
179,yang
179,terhormat
179,","
179,kementerian
179,sosial
179,","
179,kami
179,warga
179,dari
179,manado
179,","
179,sulawesi
179,utara
179,","
179,kelurahan
179,ternate
179,baru
179,linkung
179,4
179,yang
179,merupakan
179,korban
179,musibah
179,banjir
179,di
179,manado
179,.
179,pada
179,tanggal
179,15
179,januari
179,tahun
179,2014
179,menurut
179,kelurahan
179,ada
179,dan
179,bantuan
179,yang
179,akan
179,diberikan
179,","
179,namun
179,sampai
179,saat
179,ini
179,hal
179,itu
179,tidak
179,terealisasikan
179,.
179,mohon
179,bantuan
179,dari
179,kementerian
179,sosial
179,untuk
179,kami
179,.
179,terima
179,kasih
179,.
180,banyak
180,pohon
180,tumbang
180,karena
180,hujan
180,semi
180,badai
180,sore
180,ini
180,.
180,terima
180,kasih
180,untuk
180,petugas
180,yang
180,telah
180,sigap
180,membersihkan
180,.
180,banjir
180,cileuncang
180,dimana-mana
180,seperti
180,daerah
180,pasteur
180,.
180,drainase
180,tidak
180,berfungsi
180,optimal
180,.
181,mohon
181,maaf
181,","
181,mau
181,bantu
181,menginformasikan
181,terjadi
181,banjir
181,saat
181,hujan
181,sore
181,ini
181,di
181,daerah
181,ciganjur
181,.
181,jalan
181,persahabatan
181,","
181,gg
181,batu
181,belah
181,rt01/rw04
181,","
181,cipedak
181,","
181,ciganjur
181,kecamatan
181,jagakarsa
181,jakarta
181,selatan
181,.
181,memang
181,daerahnya
181,rendah
181,","
181,ditambah
181,gorong-gorongnya
181,lebih
181,rendah
181,dari
181,aliran
181,sungai
181,yang
181,ada
181,didekat
181,situ
181,serta
181,sempit
181,jadi
181,pasti
181,kalah
181,dg
181,aliran
181,sungainya
181,.
181,selama
181,2012-2018
181,memang
181,kadang
181,banjir
181,","
181,tapi
181,tidak
181,separah
181,dari
181,tahun
181,2018
181,sampai
181,sekarang
181,.
181,masalahnya
181,sungai
181,didekat
181,situ
181,dirapikan
181,tanggulnya
181,makin
181,tinggi
181,","
181,pdhl
181,masih
181,ada
181,daerah
181,lbh
181,rendah
181,dari
181,kami
181,tidak
181,kebanjiran
181,.
181,kalau
181,ditimbang
181,tinggi
181,tanggul
181,dg
181,banjir
181,yang
181,masuk
181,ke
181,rumah
181,kurang
181,lebih
181,sama
181,30
181,cm
181,.
181,mohon
181,bantuan
181,solusi
181,untuk
181,banjir
181,di
181,daerah
181,kami
181,.
181,kami
181,berharap
181,instansi
181,terkait
181,bisa
181,membantu
181,.
181,atas
181,perhatiannya
181,","
181,terima
181,kasih
181,.
182,ada
182,pohon
182,tumbang
182,di
182,depan
182,asrama
182,mahasiswa
182,putra
182,kayong
182,1.
182,dan
182,sisa
182,rantingnya
182,sebagian
182,berada
182,di
182,jalan
183,dengan
183,hormat
183,kepada
183,pimpinan
183,untuk
183,segera
183,ditindak
183,lanjuti
183,laporan
183,saya
183,ini
183,","
183,saya
183,an
183,.
183,elfrin
183,jayanti
183,pegawai
183,pada
183,lembaga
183,pemasyarakatan
183,perempuan
183,(
183,lpp
183,)
183,kelas
183,ii
183,palu
183,","
183,sebagai
183,seorang
183,wanita
183,yang
183,tersakiti
183,fisik
183,dan
183,perasaan
183,saya
183,","
183,saya
183,tidak
183,bisa
183,menerima
183,perlakuan
183,seorang
183,pejabat
183,eselon
183,ii
183,dilingkungan
183,kerja
183,saya
183,yang
183,semena-mena
183,melakukan
183,kekerasan
183,fisik
183,kepada
183,saya
183,","
183,kepala
183,divisi
183,pemasyarakatan
183,an
183,.
183,sunar
183,agus
183,menyirami
183,tubuh
183,saya
183,dengan
183,segelas
183,kakak
183,perempuan
183,panas
183,dan
183,menghantam
183,telinga
183,saya
183,dengan
183,sikunya
183,yang
183,mengakibatkan
183,sampai
183,dengan
183,laporan
183,ini
183,saya
183,buat
183,pendengaran
183,saya
183,terganggu
183,dan
183,rahang
183,pipi
183,saya
183,memar
183,","
183,serta
183,menjambak
183,dan
183,menarik2
183,rambut
183,saya
183,hal
183,ini
183,merupakan
183,aksi
183,premanisme
183,dan
183,saya
183,tidak
183,terima
183,dan
183,saya
183,mengecamnya
183,","
183,sebagai
183,seorang
183,staf
183,penjaga
183,napi/tahanan
183,","
183,saya
183,saja
183,tidak
183,pernah
183,memukul
183,atau
183,melakukan
183,kekerasan
183,kepada
183,napi/tahanan
183,","
183,karena
183,kami
183,masih
183,memiliki
183,rasa
183,perikemanusiaan
183,","
183,tapi
183,ini
183,bisa
183,dibayangkan
183,bagaimana
183,seorang
183,pejabat
183,eselon
183,ii
183,melakukan
183,pemukulan
183,terhadap
183,staf
183,yang
183,jauh
183,dibwahnya
183,","
183,terlebih
183,lagi
183,terhadap
183,seorang
183,wanita
183,...
183,sekali
183,lagi
183,mohon
183,laporan
183,saya
183,ini
183,segera
183,ditindak
183,lanjuti
183,karena
183,menurut
183,saya
183,pejabat
183,tersebut
183,terganggu
183,psikologi
183,nya
183,(
183,gila
183,)
183,dan
183,berbahaya
183,jika
183,tidak
183,segera
183,diproses
183,.
183,terima
183,kasih
183,.
184,saya
184,agung
184,syuhada
184,dari
184,kecamatan
184,.
184,kutablang
184,kabupaten
184,bireuen
184,aceh
184,.
184,di
184,aceh
184,jika
184,ada
184,kecelakaan
184,","
184,korban
184,tidak
184,dapat
184,berobat
184,ke
184,rumah
184,sakit
184,dan
184,mendapat
184,pertolongan
184,sebab
184,harus
184,mendapat
184,sebuah
184,surat
184,dari
184,polres/polsek
184,","
184,namun
184,saya
184,tidak
184,tahu
184,apa
184,nama
184,surat
184,tersebut
184,.
184,hal
184,tersebut
184,sebenarnya
184,tidak
184,perlu
184,ada
184,.
184,ini
184,adalah
184,birokrasi
184,berbelit-belit
184,yang
184,sangat
184,merugikan
184,rakyat
184,.
185,yang
185,terhormat
185,.
185,kantor
185,satuan
185,polisi
185,pamong
185,praja
185,kota
185,semarang
185,","
185,kegiatan
185,usaha
185,bengkel
185,las
185,ilegal
185,di
185,dalam
185,perumahan
185,graha
185,merdeka
185,regency
185,rt
185,12/
185,03
185,tlogomulyo
185,pedurungan
185,semarang
185,","
185,setiap
185,hari
185,sangat
185,mengganggu
185,warga
185,sekitar
185,.
185,polusi
185,sesegera
185,mungkin
185,","
185,bau
185,","
185,suara
185,bising
185,","
185,bahaya
185,kebakaran
185,dan
185,pencurian
185,listrik
185,dari
185,pal
185,listrik
185,penerangan
185,jalan
185,.
185,mohon
185,ditindaklanjuti
185,","
185,terima
185,kasih
186,ambon
186,ijin
186,melaporkan
186,telah
186,terjadi
186,kebakaran
186,(
186,65
186,)
186,hari/tanggal
186,:
186,sabtu
186,","
186,17
186,agustus
186,2019pelapor
186,:
186,a.n
186,.
186,komandan
186,pleton
186,apukul
186,:
186,13.15
186,wit
186,menerima
186,informasi
186,dari
186,sat
186,polair
186,pelabuhan
186,urnala
186,lokasi
186,kejadian
186,:
186,dusun
186,hurnala
186,","
186,negeri
186,tulehu
186,yang
186,terbakar
186,:
186,7
186,petak
186,toko
187,sebagai
187,warga
187,masyarakat
187,desa
187,pamubulan
187,kecamatan
187,bayah
187,kabupaten
187,lebak
187,propinsi
187,banten
187,","
187,saya
187,merasa
187,prihatin
187,sekaligus
187,miris
187,dengan
187,semakin
187,parahnya
187,kerusakan
187,jalan
187,tersebut
187,terutama
187,sekitar
187,kamu
187,6
187,s/d
187,kamu
187,"13,2"
187,yang
187,telah
187,lebih
187,4
187,tahun
187,rusak
187,parah
187,akibat
187,kegiatan
187,pabrik
187,semen
187,merah
187,putih
187,(
187,pt
187,.
187,cemindo
187,gemilang
187,)
187,.
187,kondisi
187,jalan
187,sangat
187,membahayakan
187,pengguna
187,jalan
187,","
187,korban
187,kecelakaan
187,lalulintas
187,pun
187,sering
187,terjadi
187,dengan
187,korban
187,luka
187,ringan
187,maupun
187,luka
187,berat
187,.
187,kini
187,perusahaan
187,pun
187,mulai
187,melakukan
187,kegiatan
187,lainnya
187,yang
187,menimbulkan
187,dampak
187,kerusakan
187,jalan
187,nasional
187,ini
187,di
187,kamu
187,.
187,"13,2"
187,s/d
187,kamu
187,.
187,"16,7"
187,akibat
187,kegiatan
187,pengangkutan
187,hasil
187,tambang
187,berupa
187,tanah
187,clay
187,dan
187,silika
187,","
187,berkali
187,kali
187,warga
187,perotes
187,menolak
187,digunakannya
187,jalan
187,umum
187,yang
187,merupakan
187,aset
187,nasional
187,yang
187,perlu
187,dijaga
187,dan
187,dilndungi
187,.
187,warga
187,mendesak
187,dan
187,meminta
187,pihak
187,perusahaan
187,untuk
187,segera
187,membuat
187,jalan
187,husus
187,karena
187,warga
187,berpendapat
187,bahwa
187,kegiatan
187,tersebut
187,telah
187,melanggar
187,undang-undang
187,republik
187,indonesia
187,nomor
187,38
187,tahun
187,2004
187,tentang
187,jalan
187,pasal
187,12
187,ayat
187,(
187,1
187,)
187,","
187,pasal
187,63
187,ayat
187,(
187,1
187,)
187,","
187,pasal
187,65
187,ayat
187,(
187,1
187,)
187,dan
187,(
187,2
187,)
187,.
187,demikian
187,halnya
187,juga
187,diatur
187,dalam
187,uu
187,nomor
187,22
187,tahun
187,2009
187,pasal
187,28
187,ayat
187,(
187,1
187,)
187,dan
187,pasal
187,274
187,ayat
187,(
187,1
187,)
187,namun
187,sampai
187,saat
187,ini
187,perusahaan
187,masih
187,bersikeras
187,untuk
187,mengunakan
187,jalan
187,tersebut
187,.
187,jalan
187,nasional
187,ini
187,merupakan
187,jalur
187,utama
187,sebagian
187,besar
187,warga
187,dalam
187,berbagai
187,aktifitas
187,.
187,untuk
187,itu
187,mohon
187,kiranya
187,untuk
187,sesegera
187,mungkin
187,diperbaiki
187,","
187,dan
187,mendesak
187,pihak
187,perusahaan
187,untuk
187,tidak
187,menggunakan
187,jalan
187,nasional
187,dan
187,segera
187,membuat
187,jalan
187,husus
187,.
188,selamat
188,malam
188,","
188,kami
188,di
188,papua
188,tepatnya
188,di
188,jayapura
188,mohon
188,bantuan
188,dan
188,uluran
188,tangan
188,dari
188,kemensos
188,","
188,karena
188,kami
188,sedang
188,mengalami
188,bencana
188,alam
188,","
188,banjir
188,bandang
188,di
188,kabupaten
188,.
188,jayapura
188,kiranya
188,dari
188,kementerian
188,bisa
188,memberikan
188,bantuan
188,secepatnya
188,.
188,terutama
188,teman2
188,dan
188,kelurag
188,kami
188,di
188,posko
188,pengungsian
188,kecil2
188,.
188,kami
188,harap
188,bantuan
188,segera
188,di
188,berikan
188,.
188,terima
188,kasih
188,.
189,tolong
189,ditindak
189,lanjuti
189,dengan
189,adanya
189,rel
189,kai
189,yang
189,ke
189,pelabuhan
189,pelindo
189,kaw
189,masuk
189,pelabuhan
189,kota
189,semarang
189,","
189,terjadi
189,banjir
189,besar
189,bahkan
189,minggu
189,kemarin
189,karyawan
189,pabrik
189,garment
189,di
189,kaw
189,pelabuhan
189,banyak
189,yang
189,dipulangkan
189,karena
189,motor
189,tidak
189,bisa
189,masuk
189,di
189,kaw
189,itu
189,.
189,mohon
189,ditindaklanjuti
189,jalan
189,keluarnya
189,supaya
189,produktifitas
189,pabrik
189,tetap
189,jalan
189,dan
189,masyarakat
189,dan
189,karyawan
189,bisa
189,kerja
189,dengan
189,lancar
189,karena
189,motor
189,banyak
189,yang
189,mogok
189,sehingga
189,banyak
189,yang
189,terlambat
189,masuknya
189,.
190,selamat
190,sore
190,","
190,staff
190,presiden
190,yang
190,terhormat
190,perkenalkan
190,saya
190,pipih
190,yulyanti
190,","
190,warga
190,negara
190,indonesia
190,berdomisili
190,di
190,tangerang
190,selatan
190,sebelumnya
190,saya
190,memohon
190,maaf
190,mengganggu
190,bapak/ibu
190,","
190,saya
190,harus
190,menuliskan
190,ini
190,karena
190,diri
190,saya
190,merasa
190,terancam
190,oleh
190,debt
190,collector
190,dari
190,pihak
190,kreditpintar
190,yang
190,memaksa
190,saya
190,untuk
190,membayar
190,tagihan
190,saya
190,pada
190,hari
190,ini
190,yang
190,sudah
190,terlambat
190,memasuki
190,waktu
190,hari
190,ke
190,3.
190,sebelumnya
190,saya
190,sudah
190,mencoba
190,untuk
190,mengajukan
190,restrukturisasi
190,kredit
190,","
190,dikarenakan
190,keadaan
190,saya
190,yang
190,terdampak
190,covid-19
190,","
190,saya
190,dirumahkan
190,sejak
190,3
190,minggu
190,ini
190,hingga
190,waktu
190,yang
190,tidak
190,di
190,tentukan
190,dan
190,gaji
190,saya
190,belum
190,di
190,turunkan
190,oleh
190,pimpinan
190,saya
190,.
190,dalam
190,hal
190,pembayaran
190,selama
190,ini
190,saya
190,tidak
190,pernah
190,terlambat
190,","
190,namun
190,pihak
190,kreditpintar
190,mengancam
190,saya
190,dan
190,melakukan
190,intimidasi
190,terhadap
190,saya
190,dengan
190,berbagai
190,cara
190,berupa
190,teror
190,telepon
190,pada
190,orangtua
190,saya
190,","
190,dan
190,kerabat-kerabat
190,saya
190,.
190,teror
190,melalui
190,aplikasi
190,whats
190,app
190,dan
190,membuat
190,kondisi
190,orang
190,tua
190,saya
190,melemah
190,dikarenakan
190,orangtua
190,saya
190,mengidap
190,penyakit
190,diabetes
190,dan
190,lemah
190,jantung
190,","
190,saya
190,sama
190,sekali
190,tidak
190,memiliki
190,dana
190,untuk
190,membayar
190,pinjaman
190,saya
190,","
190,untuk
190,makan
190,saja
190,saya
190,mengharuskan
190,diri
190,ke
190,tukang
190,sayur
190,untuk
190,membawa
190,sayur
190,terlebih
190,dahulu
190,jika
190,kakak
190,saya
190,sudah
190,menerima
190,gaji
190,baru
190,saya
190,bayar
190,.
190,beras
190,saat
190,ini
190,saya
190,juga
190,dapatkan
190,dari
190,teman
190,kantor
190,saya
190,yang
190,baik
190,hati
190,memberikan
190,sebagian
190,dari
190,beras
190,yang
190,ia
190,miliki
190,.
190,saya
190,mohon
190,dengan
190,sangat
190,untuk
190,bapak/ibu
190,staff
190,presiden
190,menindak
190,lanjuti
190,laporan
190,saya
190,mengenai
190,keluhan
190,dan
190,pengintimidasian
190,dari
190,pihak
190,kreditpintar
190,yang
190,sudah
190,melanggar
190,ketentuan
190,bapak
190,presiden
190,joko
190,widodo
190,yang
190,menyatakan
190,bahwa
190,tidak
190,boleh
190,perusahaan
190,menyewa
190,jasa
190,debt
190,collector
190,untuk
190,mendatangi
190,nasabah
190,dalam
190,masa
190,pandemi
190,.
190,bunyi
190,chatting
190,yang
190,dikirimkan
190,oleh
190,pihak
190,kredit
190,pintar
190,sebagai
190,berikut
190,hari
190,ini
190,","
190,+62812-2100-0197
190,selamat
190,pagi
190,pipih
190,yulyanti
190,mengenai
190,tagihan
190,di
190,kreditpintar
190,&
190,shopintar
190,yang
190,sudah
190,keterlambatan
190,pembayaran
190,kami
190,memberikan
190,penawaran
190,terakhir
190,untuk
190,keringanan
190,pembayaran
190,di
190,pokok
190,tagihan
190,saja
190,denda
190,dan
190,bunga
190,kami
190,hapuskan
190,.
190,bila
190,anda
190,berminat
190,silahkan
190,di
190,respon
190,akan
190,kami
190,berikan
190,rincianya
190,","
190,tetapi
190,bila
190,tidak
190,ada
190,respon
190,untuk
190,itikad
190,baik
190,nya
190,.
190,petugas
190,field
190,debt
190,collector
190,akan
190,melakukan
190,penagihan
190,ke
190,rumah
190,atau
190,ke
190,tempat
190,kerja
190,anda
190,hari
190,ini
190,untuk
190,selesaikan
190,tagihan
190,di
190,perusahaan
190,kami
190,banyak
190,sekali
190,nomor
190,telpon
190,yang
190,meneror
190,saya
190,","
190,orangtua
190,saya
190,dan
190,kerabat
190,saya
190,yang
190,terdaftar
190,dalam
190,kontak
190,darurat
190,.
190,saya
190,tahu
190,memang
190,ini
190,resikonya
190,jika
190,saya
190,terlambat
190,dalam
190,pembayaran
190,","
190,namun
190,pihak
190,peminjam
190,sama
190,sekali
190,tidak
190,memberikan
190,saya
190,untuk
190,perpanjangan
190,masa
190,waktu
190,pinjaman
190,","
190,sedang
190,keadaan
190,saya
190,dan
190,keluarga
190,bisa
190,makan
190,pun
190,saya
190,sudah
190,sangat
190,bersyukur
190,.
190,juga
190,ada
190,6
190,aplikasi
190,fintech
190,yang
190,saya
190,mohonkan
190,untuk
190,restrukturisasi
190,kredit
190,namun
190,semua
190,menolaknya
190,","
190,dan
190,tidak
190,segan
190,memaki
190,dan
190,melakukan
190,teror
190,kepada
190,ibu
190,dan
190,kerabat
190,saya
190,.
190,aplikasi
190,tersebut
190,berupa
190,:
190,1.
190,rupiah
190,cepat
190,2.
190,kreditpintar
190,3.
190,modal
190,nasional
190,4.
190,kta
190,kilat
190,5.
190,ada
190,pundi
190,6.
190,akulaku
190,indonesia
190,hari
190,ini
190,kreditpintar
190,akan
190,mendatangkan
190,debtcollector
190,ke
190,rumah
190,saya
190,","
190,saya
190,sadar
190,memang
190,ini
190,adalah
190,kesalahan
190,saya
190,yang
190,terlambat
190,membayar
190,tagihan
190,saya
190,","
190,dan
190,laporan
190,dari
190,banyak
190,pihak
190,yang
190,mengalami
190,keterlambatan
190,pembayaran
190,di
190,aplikasi
190,kreditpintar
190,","
190,dc
190,tersebut
190,melakukan
190,tindakan
190,kekerasan
190,terhadap
190,peminjam
190,.
190,apa
190,yang
190,harus
190,saya
190,lakukan
190,jika
190,saya
190,dilakukan
190,seperti
190,itu
190,oleh
190,pihak
190,dc
190,yang
190,dikirimkan
190,oleh
190,kreditpintar
190,?
190,saya
190,benar-benar
190,membutuhkan
190,bantuan
190,pihak
190,staff
190,presiden
190,untuk
190,menindak
190,lanjuti
190,perlakuan
190,fintech
190,yang
190,semena-mena
190,dan
190,kasar
190,terhadap
190,peminjam
190,.
190,saya
190,harap
190,laporan
190,saya
190,dapat
190,diterima
190,dan
190,dapat
190,segera
190,di
190,proses
190,untuk
190,menegur
190,segala
190,perusahaan
190,fintech
190,yang
190,menagih
190,dengan
190,intimidasi
190,","
190,kasar
190,","
190,memaki
190,","
190,menghina
190,","
190,meneror
190,dan
190,mengirimkan
190,dc
190,kerumah
190,yang
190,menyalahi
190,afpi
190,.
190,atas
190,perhatiannya
190,saya
190,ucapkan
190,banyak
190,terima
190,kasih
190,dan
190,sungguh
190,saya
190,mengarapkan
190,bantuan
190,dari
190,staff
190,presiden
190,untuk
190,membantu
190,saya
190,","
190,pipih
190,yulyanti
190,.
190,di
190,email
190,yang
190,terhubung
190,pipihyulyanti
190,di
190,gmail.com
190,salam
190,","
190,pipih
191,yang
191,terhormat
191,.
191,kepala
191,dinas
191,pend.dan
191,kebudayaan
191,kota
191,ternate
191,bahwa
191,ada
191,seorang
191,guru
191,yang
191,melakukan
191,tindakan
191,kekerasan
191,terhadap
191,siswa
191,testing
192,melaporkan
192,jalan
192,raya
192,cilegon-serang
192,","
192,di
192,daerah
192,serdang-kramatwatu
192,rusak
192,parah
192,bertahun2
192,tidak
192,pernah
192,di
192,perbaiki
192,oleh
192,pemerintah
192,kab.serang
192,.
192,jalan
192,ini
192,rusak
192,karena
192,banyak
192,truk
192,besar
192,melintas
192,.
192,sebagian
192,ruas
192,jalan
192,ada
192,yang
192,menyempit
192,dan
192,tertutup
192,tanah
192,","
192,ada
192,pula
192,asli
192,tetapi
192,palsu
192,yang
192,hancur
192,.
192,banyak
192,terjadi
192,kecelakaan
192,di
192,jalan
192,ini
192,.
192,jika
192,malam
192,kondisi
192,jalanpun
192,minim
192,penerangan
192,.
192,mohon
192,diperbaiki
192,","
192,pemerintah
192,jangan
192,diam
192,saja
192,","
192,harus
192,hadir
192,menyelesaikan
192,masalah
192,.
193,saya
193,ingin
193,melaporkan
193,tindakan
193,abusive
193,kekerasana
193,dan
193,pencurian
193,dirumah
193,saya
193,pelaku
193,tersebut
193,merupakan
193,pengguna
193,narkotika
193,","
193,psikotropika
193,","
193,dan
193,obat
193,terlarang
193,dan
193,sangat
193,meresahkan
193,sekali
193,dirumah
193,","
193,saya
193,sdh
193,melaporkan
193,ke
193,bnn
193,.
193,namun
193,belum
193,ada
193,tindakan
193,sama
193,sekali
193,.
194,pohon
194,tumbang
194,di
194,jalan
194,karanganyar
194,deket
194,sama
194,loyola
195,kepada
195,yang
195,terhormat
195,pemerintah
195,daerah
195,dan
195,dinas
195,perhubungan
195,wilayah
195,depok
195,","
195,khususnya
195,di
195,jalan
195,margonda
195,raya
