report_num,report
72,hanya
72,berharap
72,pada
72,operator
72,angkutan
72,umum
72,yang
72,ada
72,untuk
72,bisa
72,memperbaiki
72,kinerja
72,.
72,mereka
72,mungkin
72,bahkan
72,senang
72,dengan
72,kondisi
72,beban
72,yang
72,berlebih
72,.
72,harus
72,ada
72,solusi
72,tandingan
72,.
72,jakarta
72,jadi
72,kota
72,tujuan
72,wisata
72,?
72,hmm
72,sepertinya
72,belum
72,siap
72,.
72,jangankan
72,kenyamanan
72,untuk
72,pelancong
72,","
72,untuk
72,warga
72,jakarta
72,sendiri
72,masih
72,belum
72,bisa
72,aman
72,naik
72,kendaraan
72,umum
72,.
72,tolong
72,jangan
72,biarkan
72,jakarta
72,menjadi
72,'scam
72,city
72,'
72,","
72,tempat
72,dimana
72,para
72,copet
72,","
72,pencoleng
72,dan
72,preman
72,bisa
72,merajalela
72,.
72,mohon
72,bantuannya
72,.
73,yth
73,.
73,kepolisian
73,ri
73,","
73,mohon
73,perhatian
73,kepolisian
73,untuk
73,mengontrol
73,daerah
73,sekitar
73,wilayah
73,lampu
73,merah
73,sebelah
73,rumah
73,sakit
73,atmajaya
73,dikarenakan
73,rawan
73,penjambretan
73,di
73,daerah
73,tersebut
73,.
73,minggu
73,ini
73,saja
73,sudah
73,terjadi
73,tiga
73,penjambretan
73,ditempat
73,yang
73,sama
73,.
73,hormat
73,saya
73,sri
73,susilowati
73,karyawan
73,rumah
73,sakit
73,pluit
73,","
73,mohon
73,ditindaklanjuti
73,.
73,terima
73,kasih
73,.
74,yth
74,","
74,kepolisian
74,republik
74,indonesia
74,","
74,saya
74,ingin
74,melaporkan
74,kejadi
74,pencopetan
74,hp
74,samsung
74,galaxy
74,mega
74,yang
74,terjadi
74,di
74,salah
74,satu
74,bus
74,transjakarta
74,.
74,kejadian
74,copet
74,tersebut
74,terjadi
74,pada
74,hari
74,selasa
74,tanggal
74,11
74,november
74,2014
74,pada
74,pukul
74,kurang
74,lebih
74,11.00
74,wib..
74,saat
74,itu
74,saya
74,menaiki
74,bus
74,lama
74,jurusan
74,pulogadung
74,berwarna
74,biru
74,","
74,dari
74,halte
74,harmoni
74,dan
74,berhenti
74,di
74,halte
74,senen..
74,saya
74,baru
74,sadar
74,kejadi
74,tersebut
74,","
74,setelah
74,saya
74,telah
74,turun
74,di
74,halte
74,senen
74,tetapi
74,busnya
74,telah
74,jalan
74,.
74,jadi
74,saya
74,sudah
74,tidak
74,bisa
74,mengejar
74,pencopet/pencurinya
74,lagi
74,.
74,namun
74,","
74,disini
74,saya
74,punya
74,saksi
74,seorang
74,bapak
74,pegawai
74,kantor
74,","
74,yang
74,pada
74,saat
74,itu
74,menyadari
74,dan
74,mengambil
74,foto
74,kejadian
74,sebelum
74,saya
74,dicopet
74,.
74,tapi
74,kenapa
74,bapak
74,saksi
74,ini
74,tidak
74,bertindak
74,kepada
74,saya
74,?
74,iya
74,karena
74,bapak
74,ini
74,juga
74,pernah
74,dicopet
74,sama
74,pencuri
74,yang
74,sama
74,dan
74,sebelumnya
74,sudah
74,dikode
74,keras
74,sama
74,pencopet
74,tersebut
74,agar
74,tidak
74,bertindak
74,sembarang
74,.
74,hal
74,ini
74,jelas
74,menunjukkan
74,bahwa
74,pencopet
74,tersebut
74,sudah
74,melakukan
74,tindakannya
74,berkali-kali
74,.
74,setelah
74,berhari-hari
74,","
74,saya
74,tetap
74,keep
74,contact
74,sama
74,bapaknya
74,.
74,dan
74,bapaknya
74,memberi
74,tahu
74,kepada
74,saya
74,kalau
74,sudah
74,ada
74,korban
74,lagi
74,seorang
74,ibu-ibu
74,yang
74,kecurian
74,hp
74,samsung
74,s5
74,","
74,seorang
74,bapak
74,kantoran
74,","
74,dan
74,seorang
74,turis
74,.
74,sudah
74,berapa
74,banyak
74,korban
74,dan
74,sebara
74,banyak
74,lagi
74,korban
74,yang
74,akan
74,ada
74,jika
74,pencopet
74,tersebut
74,di
74,biarkan
74,?
74,sangat
74,sedih
74,memang
74,rasanya
74,ketika
74,melihat
74,pencopet
74,yang
74,saya
74,tahu
74,masih
74,dengan
74,bebas
74,dapat
74,mencuri
74,hp-hp
74,para
74,korban
74,lainnya
74,.
74,kejadian
74,ini
74,sudah
74,lama
74,beberapa
74,minggu
74,.
74,jadi
74,dengan
74,laporan
74,ini
74,","
74,saya
74,meminta
74,kepada
74,pihak
74,kepolisian
74,dan
74,pihak
74,tj
74,serta
74,pihak
74,lainnya
74,yang
74,terkait
74,","
74,agar
74,dapat
74,dengan
74,tegas
74,menindaklanjuti
74,agar
74,tidak
74,ada
74,lagi
74,kasus
74,pencopetan
74,di
74,transjakarta
74,.
74,karena
74,bapak
74,yang
74,bersaksi
74,pernah
74,bilang
74,kepada
74,saya
74,","
74,kalau
74,beberapa
74,pencuri
74,pernah
74,ditangkap
74,dan
74,dibawa
74,ke
74,kantor
74,polisi
74,.
74,namun
74,pencuri
74,tersebut
74,tetap
74,dapat
74,lolos
74,karena
74,ada
74,bosnya
74,jadi
74,mohon
74,agar
74,diberantas
74,juga
74,sampai
74,dalangnya
74,.
74,mohon
74,tindak
74,lanjutnya
74,.
74,terima
74,kasih
74,.
75,kepada
75,yang
75,terhormat
75,pemerintah
75,provinsi
75,dki
75,jakarta
75,","
75,kami
75,ingin
75,melaporkan
75,sejak
75,diterbitkannya
75,memo
75,dari
75,pemerintah
75,provinsi
75,dki
75,jakarta
75,mengenai
75,tidak
75,lagi
75,diijinkannya
75,adanya
75,pedagang
75,serta
75,warung
75,pada
75,badan
75,jalan
75,.
75,kondisi
75,keamanan
75,tersebut
75,menjadi
75,rawan
75,kejahatan
75,dan
75,semakin
75,tidak
75,aman
75,","
75,terutama
75,di
75,jalan
75,cilamaya
75,","
75,dimana
75,tidak
75,ada
75,portal
75,dan
75,pos
75,kemanan
75,yang
75,justru
75,berada
75,jauh
75,dari
75,daerah
75,yang
75,rawan
75,.
75,hal
75,ini
75,sendiri
75,sudah
75,memberikan
75,saya
75,kerugian
75,setidaknya
75,dua
75,kejadian
75,yaitu
75,spion
75,mobil
75,yang
75,dipatahkan
75,dan
75,banyak
75,kejadian
75,lain
75,seperti
75,pemalakan
75,","
75,pencopetan
75,","
75,dan
75,lain-lain
75,.
75,terutama
75,pada
75,malam
75,hari
75,","
75,tentunya
75,hal
75,tersebut
75,sangat
75,menganggu
75,.
75,mohon
75,setidaknya
75,agar
75,ada
75,penambahan
75,lampu
75,penerangan
75,di
75,kedua
75,jalan
75,tersebut
75,dan
75,daerah
75,sekitarnya
75,serta
75,inovasi
75,lain
75,untuk
75,membantu
75,pengamanan
75,di
75,kawasan
75,tersebut
75,.
75,terima
75,kasih
75,.
76,yth
76,.
76,kepolisian
76,ri
76,","
76,saya
76,ingin
76,melaporkan
76,tindak
76,kriminal
76,pencopetan
76,di
76,jembatan
76,penyeberangan
76,orang
76,halte
76,gbk
76,karena
76,susah
76,menghubungi
76,polisi
76,(
76,call
76,center
76,112
76,tidak
76,bisa
76,dihubungi
76,)
76,.
76,ada
76,komplotan
76,pencopet
76,yang
76,sering
76,beraksi
76,di
76,sana
76,.
76,modusnya
76,selalu
76,sama
76,","
76,yaitu
76,mengelilingi
76,targetnya
76,oleh
76,beberapa
76,orang
76,dan
76,tiba-tiba
76,menjambret
76,.
76,kemudian
76,","
76,lari
76,menggunakan
76,kopaja
76,.
76,pada
76,tanggal
76,6
76,september
76,2014
76,","
76,saya
76,melihat
76,lagi
76,komplotan
76,ini
76,hampir
76,beraksi
76,.
76,sayang
76,waktu
76,saya
76,mau
76,rekam
76,aksinya
76,tiba-tiba
76,mereka
76,lari
76,.
76,saya
76,pernah
76,hampir
76,jadi
76,korban
76,dan
76,sepertinya
76,jika
76,tidak
76,tertangkap
76,ini
76,bisa
76,beraksi
76,terus
76,.
76,mohon
76,ditindaklanjuti
76,.
76,terima
76,kasih
76,.
77,yth
77,.
77,kementerian
77,perhubungan
77,ri
77,.
77,yth
77,.
77,kepolisian
77,ri
77,.
77,di
77,bus
77,malam
77,dari
77,jakarta
77,ke
77,merak
77,dan
77,dari
77,merak
77,ke
77,jakarta
77,","
77,setiap
77,malam
77,selalu
77,ada
77,copet
77,dan
77,selalu
77,3
77,orang
77,.
77,bila
77,sudah
77,berhasil
77,mereka
77,langsung
77,minta
77,turun
77,.
77,mohon
77,untuk
77,menjadi
77,perhatian
77,penumpang
77,.
77,semua
77,bus
77,malam
77,jakarta
77,ke
77,merak
77,dan
77,sebaliknya
77,tolong
77,dipasangi
77,stiker
77,“
77,awas
77,copet
77,”
77,.
77,ini
77,nomor
77,hp
77,penanggung
77,jawab
77,081212767541
77,","
77,para
77,korban
77,melapor
77,tidak
77,ditanggapi
77,.
77,terima
77,kasih
77,.
78,yth.kepolisian
78,republik
78,indonesia
78,","
78,saya
78,melaporkan
78,telah
78,terjadi
78,pencopetan
78,di
78,arena
78,prj
78,expo
78,kemayoran
78,.
78,hari
78,sabtu
78,","
78,5
78,juli
78,2014
78,pukul
78,20.30.
78,pencuri
78,berhasil
78,mendapatkan
78,dompet
78,hitam
78,berisi
78,ktp
78,a.n
78,haikal
78,hibatul
78,haq
78,.
78,no
78,.
78,laporan
78,kepolisian
78,81/b/vii/2014/sek.kmo
78,.
78,saya
78,berharap
78,kasus
78,ini
78,dapat
78,diperhatikan
78,oleh
78,pihak
78,kepolisian
78,.
78,mohon
78,ditindak
78,lanjuti
78,.
78,terima
78,kasih
79,yth
79,.
79,kepolisian
79,republik
79,indonesia
79,saya
79,ingin
79,melaporkan
79,bahwa
79,tindak
79,pencopetan
79,di
79,dalam
79,bus
79,umum
79,yang
79,tidak
79,kunjung
79,hilang
79,dan
79,makin
79,marak
79,.
79,saya
79,pernah
79,mengalami
79,hal
79,ini
79,hingga
79,2
79,kali
79,.
79,saya
79,merasa
79,resah
79,dan
79,tidak
79,nyaman
79,menggunakan
79,transportasi
79,umum
79,","
79,seperti
79,bus
79,.
79,pada
79,kejadian
79,ke-2
79,(
79,terjadi
79,di
79,metromini
79,p15
79,senen-setia
79,budi
79,)
79,saya
79,dengan
79,rasa
79,putus
79,asa
79,datang
79,melapor
79,ke
79,kantor
79,polisi
79,supaya
79,ini
79,menjadi
79,catatan
79,&
79,temuan
79,bagi
79,polisi
79,.
79,namun
79,","
79,polisi
79,yang
79,bertugas
79,hanya
79,membuat
79,surat
79,kehilangan
79,.
79,padahal
79,yang
79,saya
79,tahu
79,","
79,setiap
79,ada
79,laporan
79,polisi
79,harus
79,membuat
79,semacam
79,surat
79,laporan
79,.
79,berdasarkan
79,informasi
79,dari
79,polisi
79,yang
79,bertugas
79,tersebut
79,dikatakan
79,bahwa
79,pihak
79,kepolisian
79,melakukan
79,patroli
79,","
79,tetapi
79,hanya
79,di
79,malam
79,hari
79,.
79,sedang
79,dari
79,keterangan
79,orang
79,lain
79,dan
79,yang
79,saya
79,alami
79,sendiri
79,justru
79,tindak
79,pencopetan
79,terjadinya
79,di
79,pagi
79,dan
79,siang
79,hari
79,.
79,harapan
79,saya
79,dan
79,mewakili
79,warga
79,yang
79,lain
79,supaya
79,ada
79,siasat
79,dari
79,pihak
79,kepolisian
79,untuk
79,mengurangi
79,tindak
79,pencopetan
79,tersebut
79,dengan
79,menurunkan
79,personilnya
79,baik
79,di
79,pagi
79,dan
79,siang
79,hari
79,juga
79,.
79,jika
79,polisi
79,seharusnya
79,dapat
79,menyamar
79,dan
79,ikut
79,masuk
79,ke
79,dalam
79,bus-bus
79,yang
79,penuh
79,sesak
79,karena
79,mereka
79,biasa
79,beraksi
79,pada
79,bus-bus
79,yang
79,penuh
79,sesak
79,seperti
79,yang
79,saya
79,alami
79,.
79,semoga
79,informasi
79,ini
79,bisa
79,menjadi
79,perhatian
79,dari
79,pihak
79,kepolisian
79,.
79,mohon
79,ditindaklanjuti
79,.
79,terima
79,kasih
80,kepada
80,yang
80,terhormat
80,pemerintah
80,provinsi
80,dki
80,jakarta
80,ingin
80,melaporkan
80,pelayanan
80,busway
80,yang
80,tidak
80,nyaman.saya
80,sudah
80,2
80,kali
80,kecopetan
80,di
80,busway
80,karena
80,kondisi
80,halte
80,dan
80,bus
80,yang
80,sangat
80,ramai
80,","
80,kedatangan
80,bus
80,yang
80,lama
80,","
80,fasilitas
80,penerangan
80,yang
80,mendukung
80,aksi
80,kejahatan
80,","
80,dan
80,kurangnya
80,petugas
80,yang
80,berada
80,di
80,bus
80,ataupun
80,di
80,halte
80,.
80,kalau
80,terus
80,seperti
80,bagaimana
80,bisa
80,mewujudkan
80,transportasi
80,massal
80,yang
80,diimpikan
80,bersama.mohon
80,perhatiannya
80,","
80,terima
80,kasih
80,.
81,minta
81,tolong
81,kepada
81,yang
81,berwenang
81,untuk
81,sering
81,diadakan
81,razia
81,supir
81,angkot
81,tembak
81,","
81,yang
81,tidak
81,punya
81,ijin
81,mengemudi
81,","
81,karena
81,sering
81,kali
81,jika
81,naik
81,angkot
81,jurusan
81,buah
81,batu-kebon
81,kelapa
81,(
81,bandung
81,)
81,","
81,tukang/sopir
81,angkot
81,suka
81,sekongkol
81,dengan
81,para
81,copet
81,yang
81,berpura-pura
81,jadi
81,penumpang
81,","
81,bahkan
81,banyak
81,supir
81,yang
81,mengendarainya
81,sambil
81,mabuk
81,","
81,mohon
81,pertolongannya
81,","
81,terima
81,kasih
81,atas
81,perhatiannya
81,.
82,pasar
82,baru
82,sarang
82,copet
82,","
82,mohon
82,ditindaklanjuti
82,seperti
82,di
82,tanah
82,abang
82,jakarta
83,saya
83,ingin
83,melaporkan
83,","
83,tolong
83,keamanan
83,di
83,seluruh
83,bus
83,transjakarta
83,ditingkatkan
83,karena
83,mulai
83,banyak
83,pencopet
83,yang
83,masuk
83,.
83,terima
83,kasih
83,.
84,kopaja
84,ac
84,p20
84,lebak
84,bulus
84,-
84,senen
84,tidak
84,menghargai
84,dan
84,rawan
84,tindak
84,pencopetan
84,.
84,yth
84,.
84,pemerintah
84,provinsi
84,dki
84,jakarta
84,saya
84,ingin
84,mengadukan
84,perihal
84,kopaja
84,ac
84,p20
84,jurusan
84,lebak
84,bulus
84,-
84,senen
84,","
84,bernomor
84,polisi
84,b7432np
84,","
84,yang
84,saya
84,naiki
84,pada
84,hari
84,kamis
84,","
84,17
84,oktober
84,2013
84,sekitar
84,pukul
84,17.10
84,wib
84,.
84,di
84,kopaja
84,ac
84,tersebut
84,","
84,kondisi
84,penumpang
84,sudah
84,sangat
84,penuh
84,","
84,bahkan
84,untuk
84,berdiri
84,saja
84,susah
84,.
84,namun
84,","
84,kondektur
84,tetap
84,memaksakan
84,penumpang
84,dari
84,luar
84,masuk
84,dan
84,memaksa
84,penumpang
84,dari
84,dalam
84,kopaja
84,untuk
84,bergeser
84,ke
84,dalam
84,.
84,praktis
84,para
84,penumpang
84,marah-marah
84,kepada
84,kondektur
84,bukannya
84,meminta
84,maaf
84,","
84,supir
84,bahkan
84,ikut2an
84,menyuruh
84,kondektur
84,mengembalikan
84,uang
84,ke
84,salah
84,satu
84,penumpang
84,agar
84,segera
84,menurunkan
84,penumpang
84,yang
84,protes
84,tersebut
84,.
84,disaat
84,saya
84,dan
84,penumpang
84,lain
84,lengah
84,","
84,ternyata
84,ada
84,pencopet
84,yang
84,beraksi
84,mencopet
84,dompet
84,saya
84,dan
84,mungkin
84,dompet
84,para
84,penumpang
84,lain
84,.
84,saya
84,baru
84,menyadari
84,dompet
84,saya
84,hilang
84,saat
84,turun
84,di
84,halte
84,busway
84,patra
84,kuningan
84,.
84,saya
84,jadi
84,curiga
84,apakah
84,ada
84,kerjasama
84,antara
84,supir
84,","
84,kondektur
84,dan
84,pencopet
84,tersebut
84,.
84,padahal
84,menurut
84,informasi
84,yang
84,saya
84,baca
84,di
84,infojkt.com
84,","
84,menurut
84,kepala
84,dishub
84,dki
84,jakarta
84,","
84,para
84,supir
84,kopaja
84,ac
84,digaji
84,2
84,juta
84,rupiah
84,sebulan
84,.
84,kenapa
84,masih
84,seperti
84,itu
84,perilakunya
84,?
84,mohon
84,dengan
84,sangat
84,agar
84,dishub
84,dki
84,jakarta
84,menindak
84,hal
84,ini
84,","
84,agar
84,tidak
84,erjadi
84,lagi
84,keresahan
84,penumpang
84,di
84,kopaja
84,p20
84,ac
84,.
84,terima
84,kasih
85,kepada
85,yth
85,.
85,pemerintah
85,provinsi
85,dki
85,jakarta
85,.
85,saya
85,sudah
85,tiga
85,kali
85,melihat
85,pemandangan
85,yang
85,mengerikan
85,di
85,jembatan
85,penyeberangan
85,busway
85,.
85,penyergapan
85,seseorang
85,dengan
85,modus
85,seolah-olah
85,ada
85,barang
85,jatuh
85,.
85,lalu
85,si
85,korban
85,disergap
85,oleh
85,tiga
85,sampai
85,empat
85,orang
85,.
85,si
85,korban
85,tidak
85,tahu
85,kalau
85,sedang
85,dikelilingi
85,oleh
85,kelompok
85,pencopet
85,.
85,saya
85,tidak
85,berani
85,berteriak
85,memberi
85,tahu
85,","
85,karena
85,kelompok
85,pencopet
85,yang
85,jumlahnya
85,empat
85,orang
85,bukan
85,tidak
85,mungkin
85,kalau
85,saya
85,berteriak
85,akan
85,berbalik
85,menyerang
85,saya
85,.
85,karena
85,saya
85,pengguna
85,jembatan
85,penyeberang
85,tiap
85,hari
85,","
85,jadi
85,dari
85,pemantauan
85,saya
85,","
85,setiap
85,mereka
85,berhasil
85,melakukan
85,operasinya
85,","
85,kira-kira
85,2
85,minggu
85,mereka
85,tidak
85,ada
85,di
85,sekitar
85,tempat
85,kejadian
85,(
85,seperti
85,rolling
85,)
85,.
85,melalui
85,media
85,ini
85,saya
85,menghimbau
85,agar
85,jembatan
85,penyeberangan
85,di
85,jakarta
85,ditingkatkan
85,keamanannya
85,.
85,mohon
85,tindak
85,lanjutnya
85,.
85,terima
85,kasih
86,saya
86,ingin
86,melaporkan
86,saya
86,sebagai
86,pengguna
86,angkutan
86,umum
86,kopaja
86,19
86,trayek
86,ragunan
86,ke
86,tanah
86,abang
86,","
86,di
86,situ
86,banyak
86,pencopet
86,ya
86,","
86,mohon
86,tangkap
86,ya
86,","
86,karena
86,saya
86,sebagai
86,perempuan
86,merasa
86,sangat
86,was-was
86,dan
86,selalu
86,merasa
86,curiga
86,bahwa
86,penumpang
86,yang
86,ada
86,di
86,samping
86,saya
86,","
86,adalah
86,copet
86,.
86,mohon
86,segera
86,ditindak
86,lanjuti
86,.
86,terima
86,kasih
86,.
87,kps
87,3776p914120a05
87,saya
87,pulang
87,dari
87,rumah
87,sakit
87,cipto
87,saya
87,ke
87,copetanan
87,di
87,metro
87,mini
87,di
87,dlm
87,dompet
87,ktp
87,","
87,kartu
87,jakarta
87,sehat
87,anak
87,saya
87,","
87,sama
87,kartu
87,perlindungan
87,sosial
87,saya
87,hilang
87,.
87,bagaimana
87,cara
87,buat
87,lagi
87,kartu
87,perlindungan
87,sosial
87,dan
87,tolong
87,bagaimana
87,saya
87,harus
87,melapor
87,","
87,kejadiannya
87,kemarin
87,sore
87,pulang
87,dari
87,rscm
87,cipto
87,(
87,sri
87,agustin
87,riani
87,)
87,.
87,rusun
87,dki
87,blok
87,c
87,lt
87,3
87,rw
87,003
87,rt
87,015
87,","
87,semper
87,barat
87,","
87,cilincing
87,","
87,jakarta
87,utara
88,kps
88,","
88,bpk
88,","
88,ibu
88,yang
88,trhormat
88,","
88,krt
88,kps
88,hilang
88,kecopetan
88,","
88,saya
88,sdh
88,lapor
88,kekelurahan
88,stmpt
88,","
88,kepolisian.namun
88,saya
88,mash
88,gak
88,bisa
88,ngambil
88,","
88,gamana
88,jalan
88,solusinya
88,","
88,atas
88,nama
88,heri
88,safik
88,","
88,jln
88,imam
88,bonjol
88,gang
88,satria
88,no
88,48
88,rt
88,01
88,segala
88,mider
88,tanjung
88,karang
88,barat
88,b.lampung
88,.
89,kepada
89,yth
89,","
89,pemerintah
89,provinsi
89,dki
89,jakarta
89,.
89,saya
89,ingin
89,melaporkan
89,","
89,bahwa
89,banyak
89,sekali
89,copet
89,berkeliaran
89,di
89,bus
89,43
89,jurusan
89,cililitan
89,-
89,tanjung
89,priok
89,","
89,perilaku
89,mereka
89,sangat
89,meresahkan
89,penumpang
89,","
89,saya
89,diancam
89,akan
89,dibunuh
89,.
89,mohon
89,ditindak
89,lanjuti
89,","
89,terima
89,kasih
90,yth
90,.
90,pemprov
90,.
90,dki
90,jakarta
90,","
90,demi
90,keamanan
90,penumpang
90,angkutan
90,umum
90,kami
90,memohon
90,pemerintah
90,tertibkan
90,para
90,pencopet
90,yang
90,sering
90,beraksi
90,di
90,bus
90,mayasari
90,bahti
90,57
90,blok
90,m-pulogadung
90,","
90,tindakan
90,mereka
90,sangat
90,meresahkan
90,penumpang
90,tidak
90,dapat
90,berbuat
90,apa
90,apa
90,karena
90,mereka
90,biasanya
90,3-5
90,orang
90,atas
90,perhatiannya
90,kami
90,ucapkan
90,terimakasih
90,.
90,ny.nur
90,cahaya
91,kepada
91,yang
91,terhormat
91,pemerintah
91,provinsi
91,dki
91,jakarta
91,","
91,saya
91,warga
91,grogol
91,jakarta
91,barat
91,.
91,tolong
91,diberantas
91,para
91,pencopet
91,di
91,bus
91,91
91,jurusan
91,grogol
91,-
91,batusari
91,.
91,saya
91,baru
91,kecopetan
91,kemarin
91,sore
91,jam
91,6.
91,saya
91,lapor
91,polisi
91,terdekat
91,tidak
91,ada
91,tanggapan
91,.
91,kita
91,warga
91,dki
91,merasa
91,tidak
91,aman
91,naik
91,kendaraan
91,umum
91,sekarang
91,.
91,mohon
91,perhatiannya
91,.
91,terimakasih
91,.
92,yth
92,.
92,pemerintah
92,provinsi
92,dki
92,.
92,saya
92,mau
92,lapor
92,mengenai
92,keamanan
92,di
92,bus
92,dan
92,halte
92,bus
92,transjakarta
92,.
92,saya
92,sudah
92,2
92,kali
92,kecopetan
92,handphone
92,di
92,koridor
92,1
92,(
92,blok
92,m
92,-
92,kota
92,)
92,","
92,bus
92,transjakarta
92,.
92,kejadian
92,pertama
92,:
92,saya
92,naik
92,busway
92,dari
92,bundaran
92,hai
92,ke
92,arah
92,kota
92,","
92,di
92,dalam
92,busway
92,ada
92,dua
92,orang
92,yang
92,mendesak-desak
92,saya
92,","
92,padahal
92,penumpang
92,tidak
92,penuh
92,","
92,dan
92,ketika
92,mereka
92,berdua
92,turun
92,(
92,di
92,halte
92,sarinah
92,kalau
92,tidak
92,salah
92,)
92,","
92,handphone
92,di
92,kantong
92,celana
92,saya
92,sudah
92,hilang
92,.
92,kejadian
92,kedua
92,:
92,saya
92,mau
92,naik
92,busway
92,dari
92,gajah
92,mada
92,ke
92,arah
92,blok
92,m.
92,ketika
92,menunggu
92,bus
92,datang
92,(
92,menunggu
92,di
92,halte
92,)
92,","
92,ada
92,satu
92,orang
92,di
92,belakang
92,saya
92,dengan
92,tas
92,di
92,depan
92,tubuhnya
92,","
92,mendesak-desak
92,saya
92,.
92,memang
92,saat
92,itu
92,penumpang
92,banyak
92,dan
92,antrian
92,penuh
92,.
92,ketika
92,saya
92,berhasil
92,naik
92,ke
92,bus
92,","
92,handphone
92,di
92,kantong
92,celana
92,saya
92,sudah
92,hilang
92,.
92,(
92,orang
92,tsb
92,.
92,tidak
92,naik
92,ke
92,dalam
92,bus
92,)
92,.
92,ketika
92,saya
92,lapor
92,ke
92,petugas
92,di
92,halte
92,busway
92,","
92,petugasnya
92,tidak
92,tahu
92,apa
92,yang
92,harus
92,dilakukan
92,.
92,jadi
92,percuma
92,lapor
92,ke
92,petugas
92,busway
92,.
92,mohon
92,keamanan
92,di
92,halte
92,maupun
92,dalam
92,bus
92,ditingkatkan
92,","
92,misalnya
92,dengan
92,menempatkan
92,personel
92,dari
92,pihak
92,kepolisian
92,.
92,mohon
92,dibuatkan
92,mekanisme
92,pengaduan/laporan
92,mengenai
92,kejadian
92,kriminal
92,di
92,halte
92,maupun
92,dalam
92,bus
92,transjakarta
92,","
92,sehingga
92,petugas
92,bisa
92,menangani
92,kejadian
92,seperti
92,ini
92,.
92,terima
92,kasih
92,sebelumnya
92,.
93,yth
93,.
93,pemerintah
93,provinsi
93,dki
93,jakarta
93,.
93,saya
93,kemarin
93,pagi
93,kecopetan
93,di
93,halte
93,busway
93,harmoni
93,","
93,saya
93,sungguh
93,kecewa
93,dengan
93,keamanan
93,busway
93,dan
93,sikap
93,para
93,petugas
93,yang
93,sepertinya
93,tidak
93,mau
93,peduli
93,dengan
93,keadaan
93,saya
93,.
93,mohon
93,untuk
93,ditingkatkan
93,masalah
93,keamanan
93,dan
93,kenyamanan
93,bagi
93,para
93,pengguna
93,busway
93,.
93,terimakasih
93,.
94,selamat
94,sore
94,pak
94,","
94,tolong
94,cari
94,solusi
94,soal
94,keterlambatan
94,bus
94,transjakarta
94,jurusan
94,monas/harmoni
94,-
94,ragunan
94,dan
94,sebaliknya
94,","
94,karena
94,kami
94,menunggu
94,sangat
94,lama
94,","
94,ada
94,pula
94,bus
94,yang
94,kosong
94,bahkan
94,jalan
94,saja
94,","
94,padahal
94,penumpang
94,sudah
94,banyak
94,yang
94,ngantri
94,.
94,jadi
94,terlambat
94,tiba
94,di
94,kantor
94,dan
94,kemalaman
94,tiba
94,di
94,rumah
94,.
94,adapula
94,penumpang
94,yang
94,main
94,dorong-dorongan
94,","
94,sampai
94,ada
94,yang
94,kecopetan
94,.
94,tolong
94,petugasnya
94,diperketat
94,","
94,dan
94,kalau
94,bisa
94,ada
94,petugas
94,bagian
94,pemberitahuan
94,untuk
94,kedatangan
94,bus
94,pada
94,setiap
94,jurusan
94,.
94,terima
94,kasih
94,.
95,kendaraan
95,penumpang
95,tipe
95,kopaja
95,mengeluarkan
95,sesegera
95,mungkin
95,yang
95,sangat
95,menganggu
95,pengguna
95,jalan
95,.
95,ditambah
95,lagi
95,dengan
95,supir
95,kendaraan
95,yang
95,selalu
95,ugal-ugalan
95,.
95,kopaja
95,jurusan
95,lebak
95,bulus
95,-
95,blok
95,m
95,juga
95,rawan
95,copet
95,.
95,kapan
95,ada
95,rencana
95,pemerintah
95,provinsi
95,dki
95,jakarta
95,untuk
95,meningkatkan
95,pelayanan
95,angkutan
95,umum
95,?
95,jika
95,banyak
95,copet
95,dan
95,rawan
95,kejahatan
95,","
95,bagaimana
95,warga
95,mau
95,beralih
95,ke
95,angkutan
95,umum
95,?
95,terimakasih
95,.
96,saya
96,lihat
96,di
96,simpangan
96,depok
96,dekat
96,jatijajar
96,ada
96,gelandangan
96,nenek2
96,kakinya
96,bengkak
96,luka
96,besar
96,dan
96,seperti
96,sudah
96,membusuk
96,","
96,banyak
96,nanah
96,dan
96,di
96,hinggapi
96,lalat
97,bhw
97,ada
97,diduga
97,pelanggaran
97,ham
97,dirutan
97,salemba
97,thp
97,3
97,narapidana
97,yang
97,jadi
97,korban
97,yang
97,mengalami
97,luka
97,parah
97,","
97,patah
97,tulang
97,dan
97,muntah
97,darah
97,dan
97,lebam2
97,akibat
97,perbuatan
97,oknum
97,budi
97,cs
97,(
97,+25
97,org
97,)
97,penganiayaan
97,secara
97,brutal
97,","
97,keji
97,dan
97,tidak
97,manusiawi/melanggar
97,ham
97,ri
97,dan
97,tanpa
97,pengoctan
97,apapun
97,pada
97,tgl.19/2/15
97,.
97,mohon
97,ditindak
98,telah
98,terjadi
98,kebakaran
98,lahan
98,milik
98,warga
98,di
98,telok
98,dalam
98,desa
98,wajok
98,hulu
98,kecamatan
98,jongkat
98,dan
98,dapat
98,di
98,atasi
98,bersama
98,tim
98,karhutla
98,kecamatan
98,jongkat
99,setiap
99,hari
99,banyak
99,orang
99,di
99,perumahan
99,bumi
99,datarlaga
99,desa
99,sarigadung
99,","
99,kecamatan
99,simpang
99,empat
99,kabupaten
99,tanah
99,bumbu
99,propinsi
99,kalimantan
99,selatan
99,yang
99,membakar
99,sampah
99,di
