report#,token,tag
53,kepada,O
53,setiap,O
53,penggarap,O
53,.,O
53,sungguh,O
53,ironis,O
53,yang,O
53,kami,O
53,alami,O
53,sebagai,O
53,penerima,O
53,tanah,O
53,dari,O
53,redistribusi,O
53,tanah,O
53,negara,O
53,objek,O
53,landreform,O
53,pemerintah,O
53,ri,O
53,yang,O
53,berasal,O
53,dari,O
53,tanah,O
53,tanah,O
53,kami,O
53,dirampas,O
53,",",O
53,dikuasai,O
53,dan,O
53,diusahai,O
53,kembali,O
53,oleh,O
53,ptp,O
53,ix,O
53,(,O
53,sekarang,O
53,ptpn,O
53,ii,O
53,),O
53,sampai,O
53,saat,O
53,ini,O
53,",",O
53,namun,O
53,pemerintah,O
53,tidak,O
53,berbuat,O
53,apa-apa,O
53,terhadap,O
53,keadaan,O
53,yang,O
53,menindas,O
53,kami,O
53,.,O
53,2,O
53,),O
53,pengakuan,O
53,atas,O
53,hak,O
53,tanah,O
53,kami,O
53,",",O
53,diakui,O
53,",",O
53,sah,O
53,dan,O
53,dilindungi,O
53,ketentuan,O
53,peraturan,O
53,perundang-undangan,O
53,",",O
53,serta,O
53,telah,O
53,mendapat,O
53,pengakuan,O
53,dari,O
53,dpr,O
53,ri,O
53,",",O
53,menteri,O
53,dalam,O
53,negeri,O
53,ri,O
53,",",O
53,gubernur,O
53,sumatera,B-LOCATION
53,utara,L-LOCATION
53,",",O
53,dprd,O
53,sumatera,B-LOCATION
53,utara,L-LOCATION
53,",",O
53,bupati,O
53,deli,B-LOCATION
53,serdang,L-LOCATION
53,",",O
53,dprd,O
53,deli,B-LOCATION
53,serdang,L-LOCATION
53,",",O
53,telah,O
53,diteliti,O
53,dan,O
53,dibenarkan,O
53,legalitiasnya,O
53,oleh,O
53,inspektorat,O
53,kabupaten,O
53,deli,B-LOCATION
53,serdang,L-LOCATION
53,",",O
53,namun,O
53,kami,O
53,tidak,O
53,bisa,O
53,mendapatkan,O
53,hak,O
53,kepemilikan,O
53,atas,O
53,tanah,O
53,kami,O
53,.,O
53,3,O
53,),O
53,panitia,O
53,b,O
53,plus,O
53,atau,O
53,apalah,O
53,namanya,O
53,",",O
53,yang,O
53,merupakan,O
53,tim,O
53,yang,O
53,seharusnya,O
53,membela,O
53,dan,O
53,memberikan,O
53,hak,O
53,kami,O
53,",",O
53,malahan,O
53,tidak,O
53,memberikan,O
53,hak,O
53,atas,O
53,tanah,O
53,kami,O
53,dan,O
53,tidak,O
53,merekomendasikan,O
53,tanah,O
53,kami,O
53,untuk,O
53,dikeluarkan,O
53,dari,O
53,areal,O
53,hgu,O
53,ptpn,O
53,ii,O
53,pada,O
53,daftar,O
53,matrik,O
53,panitia,O
53,b,O
53,plus,O
53,",",O
53,padahal,O
53,mereka,O
53,punya,O
53,data,O
53,redistribusi,O
53,tanah,O
53,objek,O
53,landreform,O
53,berupa,O
53,daftar,O
53,panjang,O
53,dan,O
53,peta,O
53,kalkir,O
53,(,O
53,peta,O
53,klak,O
53,),O
53,penerima,O
53,sk,O
53,hak,O
53,redistribusi,O
53,objek,O
53,landreform,O
53,.,O
53,4,O
53,),O
53,sebelum,O
53,hak,O
53,guna,O
53,usaha,O
53,diterbitkan,O
53,",",O
53,seharusnya,O
53,bpn,O
53,deli,B-LOCATION
53,serdang,L-LOCATION
53,melakukan,O
53,pemeriksaan,O
53,di,O
53,lapangan,O
53,",",O
53,dan,O
53,dari,O
53,hasil,O
53,penelitian,O
53,bpn,O
53,seharusnya,O
53,diketahui,O
53,adanya,O
53,lokasi,O
53,areal,O
53,garapan,O
53,rakyat,O
53,yang,O
53,berasal,O
53,dari,O
53,redistribusi,O
53,objek,O
53,landreform,O
53,tanah,O
53,negara,O
53,mantan,O
53,hgu,O
53,ptp,O
53,ix,O
53,(,O
53,sekarang,O
53,ptpn,O
53,ii,O
53,),O
53,",",O
53,jika,O
53,ada,O
53,penggarap,O
53,seharusnya,O
53,bpn,O
53,tidak,O
53,menerbitkan,O
53,sertifikat,O
53,hak,O
53,guna,O
53,usaha,O
53,ptpn,O
53,ii,O
53,.,O
53,permohonan,O
53,dan,O
53,harapan,O
53,kami,O
53,untuk,O
53,dikembalikan,O
53,dan,O
53,ditetapkan,O
53,hak,O
53,kepemilikan,O
53,atas,O
53,tanah,O
53,kami,O
53,secara,O
53,sah,O
53,kepada,O
53,kami,O
53,rakyat,O
53,petani,O
53,penggarap,O
53,penerima,O
53,",",O
53,diselesaikan,O
53,secara,O
53,tuntas,O
53,dan,O
53,adil,O
53,",",O
53,dan,O
53,didistribusikan,O
53,kepada,O
53,kami,O
53,rakyat,O
53,petani,O
53,penggarap,O
53,yang,O
53,telah,O
53,menerima,O
53,redistribusi,O
53,objek,O
53,landreform,O
53,tanah,O
53,negara,O
53,mantan,O
53,hgu,O
53,ptp,O
53,ix,O
53,dari,O
53,pemerintah,O
53,ri,O
53,",",O
53,yang,O
53,berhak,O
53,sesuai,O
53,dengan,O
53,ketentuan,O
53,peraturan,O
53,perundang-undangan,O
53,yang,O
53,berlaku,O
53,.,O
53,demikianlah,O
53,permohonan,O
53,ini,O
53,kami,O
53,sampaikan,O
53,kepada,O
53,bapak,O
53,untuk,O
53,dapat,O
53,menjadi,O
53,pertimbangan,O
53,bapak,O
53,",",O
53,dan,O
53,besar,O
53,harapan,O
53,kami,O
53,kiranya,O
53,tuntutan,O
53,kami,O
53,dapat,O
53,bapak,O
53,maklumi,O
53,dan,O
53,penuhi,O
53,.,O
53,terima,O
53,kasih,O
53,atas,O
53,perhatian,O
53,dan,O
53,bantuan,O
53,bapak,O
53,.,O
53,pengurus,O
53,kelompok,O
53,tani,O
53,pasar,O
53,9,O
53,",",O
53,10,O
53,",",O
53,11,O
53,dan,O
53,12,O
53,desa,B-LOCATION
53,bulu,I-LOCATION
53,cina,L-LOCATION
53,",",O
53,kecamatan,B-LOCATION
53,hamparan,I-LOCATION
53,perak,L-LOCATION
53,",",O
53,kabupaten,B-LOCATION
53,deli,I-LOCATION
53,serdang,L-LOCATION
53,",",O
53,provinsi,B-LOCATION
53,sumatera,I-LOCATION
53,utara,L-LOCATION
53,ketua,O
53,kelompok,O
53,tani,O
53,",",O
53,saur,B-PERSON
53,simanjuntak,L-PERSON
53,sekretaris,O
53,kelompok,O
53,tani,O
53,",",O
53,muliana,B-PERSON
53,baru,I-PERSON
53,tarigan,L-PERSON
54,terjadi,B-DESC
54,bencana,I-DESC
54,alam,L-DESC
54,pohon,B-DESC
54,tumbang,I-DESC
54,menimpa,I-DESC
54,1,I-DESC
54,unit,I-DESC
54,rumah,I-DESC
54,warga,L-DESC
54,milik,O
54,aceng,B-PERSON
54,tatang,I-PERSON
54,gunawan,L-PERSON
54,kampung,B-LOCATION
54,baru,L-LOCATION
54,rt,B-LOCATION
54,.,I-LOCATION
54,03/,I-LOCATION
54,rw,I-LOCATION
54,.,I-LOCATION
54,6,L-LOCATION
54,desa,B-LOCATION
54,lamajang,L-LOCATION
54,kecamatan,B-LOCATION
54,pangalengan,L-LOCATION
55,ormas,O
55,gibas,O
55,di,O
55,kabupaten,B-LOCATION
55,tasikmalaya,L-LOCATION
55,seringkali,O
55,meresahkan,O
55,masyarakat,O
55,",",O
55,adapun,O
55,rangkaian,O
55,kejadian,O
55,diantaranya,O
55,melakukan,B-DESC
55,penculikan,I-DESC
55,dan,I-DESC
55,pemukulan,I-DESC
55,terhadap,I-DESC
55,warga,I-DESC
55,atas,O
55,nama,O
55,ade,B-PERSON
55,iwan,L-PERSON
55,",",O
55,bertindak,O
55,arogansi,O
55,dan,O
55,premanisme,O
55,",",O
55,melakukan,B-DESC
55,ancaman,I-DESC
55,dengan,I-DESC
55,kekerasan,L-DESC
55,",",O
55,demonstrasi,B-DESC
55,dengan,I-DESC
55,di,I-DESC
55,pengaruhi,I-DESC
55,minum-minuman,I-DESC
55,beralkohol,L-DESC
55,",",O
55,bertindak,B-DESC
55,asusila,I-DESC
55,di,I-DESC
55,markasnya,L-DESC
55,jalan,B-LOCATION
55,raya,I-LOCATION
55,tasik,I-LOCATION
55,singaparna,L-LOCATION
55,(,O
55,cikunir,U-LOCATION
55,),O
55,",",O
55,oleh,O
55,karena,O
55,itu,O
55,kami,O
55,sebagai,O
55,warga,O
55,sudah,O
55,merasa,O
55,resah,O
55,dengan,O
55,adanya,O
55,ormas,O
55,gibas,O
55,di,O
55,kab.tasikmalaya,U-LOCATION
55,.,O
55,mohon,O
55,kepada,O
55,aparat,O
55,penegak,O
55,hukum,O
55,untuk,O
55,segera,O
55,di,O
55,tindak,O
56,kebakaran,B-DESC
56,tempat,I-DESC
56,tinggal,L-DESC
56,berupa,O
56,barak,O
56,di,O
56,jalan,B-LOCATION
56,sakan,I-LOCATION
56,3,L-LOCATION
56,rt.001,B-LOCATION
56,rw.009,L-LOCATION
56,kel.palangka,U-LOCATION
56,kecamatan,B-LOCATION
56,jekan,I-LOCATION
56,raya,L-LOCATION
56,kota,B-LOCATION
56,palangka,I-LOCATION
56,raya,L-LOCATION
56,pada,O
56,tanggal,B-TIME
56,28,I-TIME
56,nopember,I-TIME
56,2019,L-TIME
56,jam,B-TIME
56,2,I-TIME
56,wib,L-TIME
56,.,O
56,jumlah,O
56,korban,O
56,terdampak,O
56,kebakaran,O
56,sebanyak,O
56,6,O
56,kakak,O
56,",",O
56,total,O
56,keseluruhan,O
56,jiwa,O
56,20,O
56,jiwa,O
56,.,O
56,keterangan,O
56,tambahan,O
56,3,O
56,kakak,O
56,berstatus,O
56,pemilik,O
56,dan,O
56,3,O
56,kakak,O
56,berstatus,O
56,penyewa,O
56,.,O
56,mohon,O
56,bantuan,O
56,untuk,O
56,kebutuhan,O
56,dasar,O
57,tolong,O
57,segera,O
57,di,O
57,tanggulangi,O
57,masalah,O
57,kebakaran,B-DESC
57,lahan,L-DESC
57,",",O
57,sebab,O
57,tingkat,O
57,kualitas,O
57,udara,O
57,di,O
57,kalimantan,B-LOCATION
57,selatan,L-LOCATION
57,sudah,O
57,sangat,O
57,memprihatikan,O
58,lampu,O
58,jalan,O
58,padam,O
58,sepanjang,O
58,jalan,B-LOCATION
58,raya,I-LOCATION
58,karang,I-LOCATION
58,bolong,L-LOCATION
58,mulai,O
58,dari,O
58,kampung,B-LOCATION
58,cibeureum,L-LOCATION
58,sampai,O
58,dengan,O
58,lebak,B-LOCATION
58,sawo,L-LOCATION
58,",",O
58,kecamatan,B-LOCATION
58,cinangka,L-LOCATION
58,",",O
58,kabupaten,B-LOCATION
58,serang,L-LOCATION
58,",",O
58,banten,U-LOCATION
58,.,O
58,mohon,O
58,kiranya,O
58,ditindak,O
58,lanjuti,O
58,",",O
58,karena,O
58,sudah,O
58,menelan,O
58,korban,O
58,kecelakaan,O
58,.,O
59,lapor,O
59,pak,O
59,",",O
59,saya,O
59,mau,O
59,menanyakan,O
59,masalah,O
59,kekerasan,B-DESC
59,pada,I-DESC
59,anak,L-DESC
59,.,O
59,kemana,O
59,saya,O
59,harus,O
59,melapor,O
59,?,O
60,tolong,O
60,jalan,O
60,di,O
60,desa,B-LOCATION
60,becirongengor,L-LOCATION
60,kec.wonoayu,U-LOCATION
60,segera,O
60,diperbaiki,O
60,.,O
60,banyak,O
60,lobang,O
60,dan,O
60,sering,O
60,terendam,O
60,banjir,O
60,.,O
60,sudah,O
60,ada,O
60,korban,B-DESC
60,kecelakaan,I-DESC
60,karena,I-DESC
60,jalan,I-DESC
60,rusak,L-DESC
60,.,O
60,terima,O
60,kasih,O
61,ambon,O
61,pohon,B-DESC
61,tumbang,L-DESC
61,membahayakan,O
61,pengguna,O
61,jalan,O
61,.,O
61,mohon,O
61,tindak,O
61,lanjut,O
61,.,O
61,terima,O
61,kasih,O
62,yang,O
62,terhormat,O
62,.,O
62,pemerintah,O
62,provinsi,O
62,dki,B-LOCATION
62,jakarta,L-LOCATION
62,.,O
62,saya,O
62,kemarin,B-TIME
62,pagi,L-TIME
62,kecopetan,U-DESC
62,di,O
62,halte,B-LOCATION
62,busway,I-LOCATION
62,harmoni,L-LOCATION
62,",",O
62,saya,O
62,sungguh,O
62,kecewa,O
62,dengan,O
62,keamanan,O
62,busway,O
62,dan,O
62,sikap,O
62,para,O
62,petugas,O
62,yang,O
62,sepertinya,O
62,tidak,O
62,mau,O
62,peduli,O
62,dengan,O
62,keadaan,O
62,saya,O
62,.,O
62,mohon,O
62,untuk,O
62,ditingkatkan,O
62,masalah,O
62,keamanan,O
62,dan,O
62,kenyamanan,O
62,bagi,O
62,para,O
62,pengguna,O
62,busway,O
62,.,O
62,terima,O
62,kasih,O
62,.,O
63,kepada,O
63,yang,O
63,terhormat,O
63,pemerintah,O
63,kota,B-LOCATION
63,bekasi,O
63,",",O
63,sebagai,O
63,warga,O
63,jatibening,U-LOCATION
63,kompleks,B-LOCATION
63,angkatan,I-LOCATION
63,laut,L-LOCATION
63,",",O
63,pondokgede,U-LOCATION
63,bekasi,U-LOCATION
63,",",O
63,saya,O
63,ingin,O
63,melaporkan,O
63,ketidaknyamanan,O
63,dan,O
63,ketidakamanan,O
63,sebagai,O
63,warga,O
63,dikarenakan,O
63,adanya,B-DESC
63,tawuran,I-DESC
63,di,I-DESC
63,situasi,I-DESC
63,covid,I-DESC
63,19,L-DESC
63,sekarang,O
63,",",O
63,dimana,O
63,keadaan,O
63,tersebut,O
63,pada,O
63,saat,O
63,setelah,O
63,hujan,O
63,dan,O
63,sedang,O
63,banjir,O
63,",",O
63,serta,O
63,terlihat,O
63,anak,O
63,anak,O
63,yang,O
63,terlibat,O
63,tidak,O
63,menggunakan,O
63,protokol,O
63,kesehatan,O
63,seperti,O
63,masker,O
63,",",O
63,yang,O
63,dimana,O
63,sangat,O
63,berbahaya,O
63,bagi,O
63,penyebaran,O
63,virus,O
63,corona,O
63,.,O
63,saya,O
63,mohon,O
63,dapat,O
63,diberikan,O
63,solusi,O
63,dan,O
63,tindak,O
63,secara,O
63,tegas,O
63,dan,O
63,disiplin,O
63,bagi,O
63,pelanggar,O
63,tersebut,O
63,",",O
63,dikarenakan,O
63,dapat,O
63,memicu,O
63,penyebaran,O
63,virus,O
63,corona,O
63,.,O
63,sekian,O
63,terima,O
63,kasih,O
63,.,O
63,tertanda,O
63,",",O
63,warga,O
63,jatibening,B-LOCATION
63,indah,L-LOCATION
63,komplek,B-LOCATION
63,angkatan,I-LOCATION
63,laut,L-LOCATION
63,",",O
63,pondok,B-LOCATION
63,gede,L-LOCATION
63,",",O
63,bekasi,U-LOCATION
63,.,O
64,yang,O
64,terhormat,O
64,.,O
64,pemerintah,O
64,provinsi,O
64,.,O
64,dki,B-LOCATION
64,jakarta,L-LOCATION
64,",",O
64,demi,O
64,keamanan,O
64,penumpang,O
64,angkutan,O
64,umum,O
64,kami,O
64,memohon,O
64,pemerintah,O
64,tertibkan,O
64,para,O
64,pencopet,B-DESC
64,yang,I-DESC
64,sering,I-DESC
64,beraksi,L-DESC
64,di,O
64,bus,B-LOCATION
64,mayasari,I-LOCATION
64,bahti,I-LOCATION
64,57,L-LOCATION
64,blok,B-LOCATION
64,m,L-LOCATION
64,pulogadung,U-LOCATION
64,tindakan,O
64,mereka,O
64,sangat,O
64,meresahkan,O
64,penumpang,O
64,tidak,O
64,dapat,O
64,berbuat,O
64,apa,O
64,apa,O
64,karena,O
64,mereka,O
64,biasanya,O
64,3-5,O
64,orang,O
64,atas,O
64,perhatiannya,O
64,kami,O
64,ucapkan,O
64,terima,O
64,kasih,O
64,.,O
64,nur,B-PERSON
64,cahaya,L-PERSON
65,assalamualaikum,O
65,.,O
65,kepada,O
65,yang,O
65,terhormat,O
65,.,O
65,bapak,O
65,bupati,O
65,dan,O
65,wabup,O
65,.,O
65,stop,O
65,kekerasan,O
65,thdp,O
65,anak,O
65,didik,O
65,banyak,O
65,laporan,O
65,dari,O
65,murid2,O
65,smpn,O
65,1,O
65,kalitidu,O
65,",",O
65,ada,O
65,salah,O
65,satu,O
65,oknum,O
65,guru,B-DESC
65,olahraga,I-DESC
65,berinisial,I-DESC
65,sn,I-DESC
65,yang,I-DESC
65,mendidik,I-DESC
65,murid2nya,I-DESC
65,dengan,I-DESC
65,menggunakan,I-DESC
65,kekerasan,I-DESC
65,fisik,L-DESC
65,.,O
65,itu,O
65,sudah,O
65,terjadi,O
65,puluhan,O
65,tahun,O
65,yang,O
65,lalu,O
65,.,O
65,dimohon,O
65,",",O
65,kepada,O
65,dinas,O
65,terkait,O
65,untuk,O
65,menindak,O
65,tegas,O
65,oknum,O
65,guru,O
65,tersebut,O
65,.,O
66,izin,O
66,melapor,O
66,ini,O
66,adalah,O
66,seekor,O
66,kucing,O
66,korban,O
66,ke,O
66,4,O
66,akibat,O
66,ulah,O
66,tangan,O
66,jahat,O
66,manusia,O
66,dengan,B-DESC
66,sengaja,I-DESC
66,menyiramkan,I-DESC
66,cairan,I-DESC
66,seperti,I-DESC
66,cairan,I-DESC
66,keras,I-DESC
66,kimia,I-DESC
66,ke,I-DESC
66,wajah,I-DESC
66,kucing,L-DESC
66,",",O
66,saya,O
66,tidak,O
66,tahu,O
66,siapa,O
66,yang,O
66,menyiram,O
66,tapi,O
66,yang,O
66,jelas,O
66,di,O
66,lingkungan,O
66,daerah,O
66,rumah,O
66,saya,O
66,tidak,O
66,suka,O
66,kucing,O
66,.,O
66,ada,O
66,yang,O
66,saya,O
66,curigai,O
66,namun,O
66,saya,O
66,belum,O
66,mempunyai,O
66,bukti,O
66,kuat,O
66,.,O
66,saya,O
66,mohon,O
66,laporan,O
66,ini,O
66,di,O
66,tindaklanjuti,O
66,saya,O
66,mohon,O
66,dukungan,O
66,dari,O
66,komunitas,O
66,pecinta,O
66,hewan,O
66,khusus,O
66,nya,O
66,cat,O
66,lover,O
66,ataupun,O
66,lembaga,O
66,yang,O
66,berhubungan,O
66,dengan,O
66,hewan,O
66,.,O
66,agar,O
66,memberikan,O
66,sosialiasi,O
66,ke,O
66,daerah,O
66,saya,O
66,agar,O
66,tidak,O
66,terjadi,O
66,seperti,O
66,ini,O
66,lagi,O
66,dan,O
66,pelaku,O
66,sadar,O
66,akan,O
66,perbuatan,O
66,nya,O
66,.,O
66,alamat,O
66,kejadian,O
66,:,O
66,jalan,B-LOCATION
66,sindang,I-LOCATION
66,sari,I-LOCATION
66,1,L-LOCATION
66,rt,B-LOCATION
66,4,I-LOCATION
66,rw,I-LOCATION
66,8,L-LOCATION
66,kelurahan,B-LOCATION
66,antapani,I-LOCATION
66,wetan,L-LOCATION
66,kecamatan,B-LOCATION
66,antapani,L-LOCATION
66,kota,B-LOCATION
66,bandung,L-LOCATION
66,jawa,B-LOCATION
66,barat,L-LOCATION
66,40291,O
67,kendal,U-LOCATION
67,menempati,O
67,urutan,O
67,ke-2,O
67,kss,O
67,kekerasan,B-DESC
67,perempuan,I-DESC
67,dan,I-DESC
67,anak,L-DESC
67,di,O
67,jateng,U-LOCATION
67,setelah,O
67,semarang,U-LOCATION
67,",",O
67,dimana,O
67,keperpihakan,O
67,pemerintah,O
67,daerah,O
67,?,O
68,telah,B-DESC
68,terjadi,I-DESC
68,pelecehan,I-DESC
68,seksual,L-DESC
68,di,O
68,area,B-LOCATION
68,jalan,I-LOCATION
68,pelarayan,L-LOCATION
68,batam,U-LOCATION
68,",",O
68,sekitar,O
68,arah,B-LOCATION
68,telekomunikasi,I-LOCATION
68,batam,L-LOCATION
68,sampai,O
68,dormitory,B-LOCATION
68,cammo,I-LOCATION
68,batam,I-LOCATION
68,centre,L-LOCATION
68,.,O
68,pelaku,O
68,menggunakan,O
68,motor,O
68,yang,O
68,berusaha,O
68,memegang,O
68,area,O
68,pribadi,O
68,wanita,O
68,para,O
68,pekerja,O
68,perusahaan,O
68,.,O
68,sudah,O
68,ada,O
68,banyak,O
68,korban,O
68,pelecehan,O
68,ini,O
68,.,O
68,pelecehan,O
68,terjadi,O
68,pada,O
68,malam,B-TIME
68,hari,L-TIME
68,",",O
68,mungkin,O
68,dikarenakan,O
68,jalan,O
68,tersebut,O
68,sepi,O
68,dan,O
68,gelap,O
68,.,O
68,terkadang,O
68,beberapa,O
68,lampu,O
68,penerang,O
68,jalan,O
68,tidak,O
68,nyala,O
68,.,O
68,tolong,O
68,di,O
68,tindak,O
68,lanjuti,O
68,",",O
68,karena,O
68,ini,O
68,sangat,O
68,meresahkan,O
68,para,O
68,pekerja,O
68,yang,O
68,melewati,O
68,jalan,O
68,tersebut,O
68,pada,O
68,malam,B-TIME
68,hari,L-TIME
68,.,O
69,ada,O
69,orang,O
69,gila,O
69,di,O
69,wilayah,B-LOCATION
69,cawang,L-LOCATION
69,yang,O
69,dapat,O
69,meresahkan,O
69,anak,O
69,anak,O
69,ibu,O
69,ibu,O
69,dan,O
69,anak,O
69,muda,O
69,.,O
69,kerap,O
69,dia,O
69,lagi,O
69,datang,O
69,stres,O
69,nya,O
69,mencabut2,O
69,pohon,O
69,",",O
69,memukul,B-DESC
69,orang,L-DESC
69,.,O
69,berikut,O
69,foto,O
69,korban,O
69,.,O
69,namun,O
69,kerap,O
69,kali,O
69,di,O
69,panggil,O
69,ke,O
69,rw,O
69,orang,O
69,tuanya,O
69,hanya,O
69,bisa,O
69,bilang,O
69,maaf,O
69,mohon,O
69,di,O
69,maklumi,O
69,.,O
69,kejadian,O
69,ini,O
69,sering,O
69,dilakukan,O
69,orang,O
69,gila,O
69,tersebut,O
69,saat,O
69,sedang,O
69,kambuh,O
69,stres,O
69,nya,O
69,.,O
69,meminta,O
69,lalu,O
69,mengamuk,O
69,apabila,O
69,tidak,O
69,di,O
69,berikan,O
69,.,O
69,berikut,O
69,foto,O
69,korban,O
69,kekerasan,O
69,.,O
69,alamat,O
69,tinggal,O
69,orang,O
69,gila,O
69,:,O
69,cawang,B-LOCATION
69,3,L-LOCATION
69,jalan,B-LOCATION
69,gereja,I-LOCATION
69,hkbp,L-LOCATION
69,rt,B-LOCATION
69,6,I-LOCATION
69,rw,I-LOCATION
69,7,L-LOCATION
69,kelurahan,B-LOCATION
69,kebon,I-LOCATION
69,kepala,L-LOCATION
69,kecamatan,B-LOCATION
69,.,I-LOCATION
69,makasar,L-LOCATION
69,jakarta,B-LOCATION
69,timur,L-LOCATION
69,nama,O
69,orang,O
69,gila,O
69,bernama,O
69,anton,U-PERSON
69,.,O
69,pekerjaan,O
69,antar,O
69,aqua,O
70,saya,O
70,melaporkan,O
70,telah,B-DESC
70,terjadi,I-DESC
70,banjir,L-DESC
70,rt,B-LOCATION
70,9,I-LOCATION
70,rw,I-LOCATION
70,7,L-LOCATION
70,jalan,B-LOCATION
70,.,I-LOCATION
70,lebak,I-LOCATION
70,bulus,I-LOCATION
70,3,L-LOCATION
70,jakarta,B-LOCATION
70,selatan,L-LOCATION
70,ketinggian,O
70,air,O
70,selutut,O
71,pada,O
71,hari,B-TIME
71,rabu,L-TIME
71,tanggal,B-TIME
71,19,I-TIME
71,desember,I-TIME
71,2018,L-TIME
71,sekitar,B-TIME
71,jam,I-TIME
71,8:00,I-TIME
71,wib,L-TIME
71,yang,O
71,berlokasi,O
71,di,O
71,kampung,B-LOCATION
71,.,I-LOCATION
71,cimanggu,L-LOCATION
71,rt,B-LOCATION
71,02/04,L-LOCATION
71,desa,B-LOCATION
71,.,I-LOCATION
71,girimukti,L-LOCATION
71,kecamatan,B-LOCATION
71,.,I-LOCATION
71,campaka,L-LOCATION
71,kabupaten,B-LOCATION
71,.,I-LOCATION
71,cianjur,L-LOCATION
71,telah,O
71,terjadi,B-DESC
71,kebakaran,L-DESC
71,1,O
71,(,O
71,satu,O
71,),O
71,rumah,B-DESC
71,panggung,I-DESC
71,ludes,I-DESC
71,terbakar,L-DESC
71,atas,O
71,nama,O
71,pemilik,O
71,rumah,O
71,bapak,B-PERSON
71,abas,L-PERSON
71,umur,O
71,63,O
71,tahun,O
71,dengan,O
71,jumlah,O
71,penghuni,O
71,dua,O
71,kakak,O
71,6,O
71,jiwa,O
71,.,O
71,dengan,O
71,rincian,O
71,:,O
71,1,O
71,unit,O
71,rumah,O
71,terbakar,O
71,ludes,O
71,perabotan,O
71,rumah,O
71,tangga,O
71,dan,O
71,lain-lain,O
71,.,O
71,',O
72,di,O
72,hendrarprihadi,O
72,terjadi,B-DESC
72,kerusuhan,I-DESC
72,tawuran,L-DESC
72,telah,O
72,meresahkan,O
72,warga,O
72,di,O
72,sekitar,B-LOCATION
72,smkn,I-LOCATION
72,10,I-LOCATION
72,semarang,L-LOCATION
72,.,O
72,kecamatan,B-LOCATION
72,semarang,I-LOCATION
72,utara,L-LOCATION
72,.,O
72,mohon,O
72,...,O
72,#,O
72,laporhendi,O
73,tawuran,B-DESC
73,warga,L-DESC
73,di,O
73,johar,B-LOCATION
73,baru,L-LOCATION
73,sulit,O
73,dihentikan,O
73,.,O
73,sudah,O
73,seperti,O
73,penyakit,O
73,akut,B-DESC
73,tawuran,I-DESC
73,warga,L-DESC
73,di,O
73,johar,B-LOCATION
73,baru,L-LOCATION
73,dan,O
73,sulit,O
73,dikendalikan,O
73,.,O
73,apakah,O
73,kurangnya,O
73,perhatian,O
73,aparat,O
73,pemerintah,O
73,daerah,O
73,seperti,O
73,camat,O
73,dan,O
73,lurah,O
73,dan,O
73,aparat,O
73,keamanan,O
73,yang,O
73,sungkan,O
73,untuk,O
73,bertindak,O
73,tegas,O
73,(,O
73,mungkin,O
73,karena,O
73,isu,O
73,ham,O
73,),O
73,?,O
73,karena,O
73,cenderung,O
73,kejadian,O
73,berulang,O
73,di,O
73,tempat,O
73,yang,O
73,sama,O
73,dan,O
73,melecehkan,O
73,keamanan,O
73,",",O
73,seperti,O
73,yang,O
73,terjadi,O
73,beberapa,O
73,hari,O
73,ini,O
73,hingga,O
73,sampai,O
73,saat,O
73,saya,O
73,menulis,O
73,laporan,O
73,ini,O
73,di,O
73,daerah,B-LOCATION
73,kampung,I-LOCATION
73,rawa,L-LOCATION
73,.,O
73,mereka,O
73,sangat,O
73,meresahkan,O
73,penduduk,O
73,.,O
73,selain,O
73,merusak,O
73,rumah,O
73,",",O
73,peralatan,O
73,usaha,O
73,",",O
73,pembakaran,O
73,dan,O
73,lainnya,O
73,.,O
73,parahnya,O
73,",",O
73,selain,O
73,menggunakan,O
73,senjata,B-WEAPON
73,tajam,L-WEAPON
73,",",O
73,pecahan,B-WEAPON
73,botol/gelas,L-WEAPON
73,",",O
73,ketapel,B-WEAPON
73,paku,L-WEAPON
73,",",O
73,tembakan,B-WEAPON
73,mimis,L-WEAPON
73,juga,O
73,menggunakan,O
73,petasan,B-WEAPON
73,firework,I-WEAPON
73,besar,L-WEAPON
73,dan,O
73,bom,B-WEAPON
73,molotov,L-WEAPON
73,(,O
73,botol,O
73,diisi,O
73,bensin,O
73,),O
73,.,O
73,jika,O
73,masih,O
73,terus,O
73,terjadi,O
73,",",O
73,sepertinya,O
73,ini,O
73,hanya,O
73,menunggu,O
73,waktu,O
73,saja,O
73,untuk,O
73,terjadi,O
73,kebakaran,O
73,di,O
73,lokasi,O
73,rumah,O
73,warga,O
73,yang,O
73,jadi,O
73,ajang,O
73,tawuran,O
73,dan,O
73,tambahan,O
73,korban,O
73,luka/jiwa,O
73,.,O
73,mohon,O
73,sekali,O
73,lagi,O
73,.,O
73,pengerahan,O
73,aparat,O
73,dan,O
73,penanggulangan,O
73,yang,O
73,serius,O
73,.,O
73,dan,O
73,mohon,O
73,kirimkan,O
73,orang,O
73,yang,O
73,bisa,O
73,dipercaya,O
73,untuk,O
73,meliput,O
73,ke,O
73,lapangan,O
73,dan,O
73,bukan,O
73,orang,O
73,yang,O
73,memberi,O
73,laporan,O
73,yang,O
73,bagus2,O
73,saja,O
73,.,O
73,terlampir,O
73,foto2,O
73,kejadian,O
73,terbaru,O
73,(,O
73,sabtu,U-TIME
73,",",O
